scientificName,type,genusOrAbove,specificEpithet,parsed,parsedPartially,canonicalName,canonicalNameComplete,canonicalNameWithMarker,rankMarker,infraSpecificEpithet,cultivarEpithet,nomStatus,authorship,bracketAuthorship,strain,notho
Floydia praealta,SCIENTIFIC,Floydia,praealta,True,False,Floydia praealta,Floydia praealta,Floydia praealta,sp.,,,,,,,
Fontainea australis,SCIENTIFIC,Fontainea,australis,True,False,Fontainea australis,Fontainea australis,Fontainea australis,sp.,,,,,,,
Fontainea rostrata,SCIENTIFIC,Fontainea,rostrata,True,False,Fontainea rostrata,Fontainea rostrata,Fontainea rostrata,sp.,,,,,,,
Fontainea venosa,SCIENTIFIC,Fontainea,venosa,True,False,Fontainea venosa,Fontainea venosa,Fontainea venosa,sp.,,,,,,,
Gardenia psidioides,SCIENTIFIC,Gardenia,psidioides,True,False,Gardenia psidioides,Gardenia psidioides,Gardenia psidioides,sp.,,,,,,,
Gastrolobium appressum,SCIENTIFIC,Gastrolobium,appressum,True,False,Gastrolobium appressum,Gastrolobium appressum,Gastrolobium appressum,sp.,,,,,,,
Gastrolobium lehmannii,SCIENTIFIC,Gastrolobium,lehmannii,True,False,Gastrolobium lehmannii,Gastrolobium lehmannii,Gastrolobium lehmannii,sp.,,,,,,,
Gastrolobium modestum,SCIENTIFIC,Gastrolobium,modestum,True,False,Gastrolobium modestum,Gastrolobium modestum,Gastrolobium modestum,sp.,,,,,,,
Genoplesium vernale = Corunastylis vernalis,DOUBTFUL,Genoplesium,vernale,True,False,Genoplesium vernale vernalis,Genoplesium vernale vernalis,Genoplesium vernale vernalis,infrasp.,vernalis,,,,,,
Germainia capitata,SCIENTIFIC,Germainia,capitata,True,False,Germainia capitata,Germainia capitata,Germainia capitata,sp.,,,,,,,
Glycine latrobeana,SCIENTIFIC,Glycine,latrobeana,True,False,Glycine latrobeana,Glycine latrobeana,Glycine latrobeana,sp.,,,,,,,
Goodenia integerrima,SCIENTIFIC,Goodenia,integerrima,True,False,Goodenia integerrima,Goodenia integerrima,Goodenia integerrima,sp.,,,,,,,
Goodenia quadrifida,SCIENTIFIC,Goodenia,quadrifida,True,False,Goodenia quadrifida,Goodenia quadrifida,Goodenia quadrifida,sp.,,,,,,,
Graptophyllum ilicifolium,SCIENTIFIC,Graptophyllum,ilicifolium,True,False,Graptophyllum ilicifolium,Graptophyllum ilicifolium,Graptophyllum ilicifolium,sp.,,,,,,,
Grevillea banyabba,SCIENTIFIC,Grevillea,banyabba,True,False,Grevillea banyabba,Grevillea banyabba,Grevillea banyabba,sp.,,,,,,,
Grevillea bedggoodiana,SCIENTIFIC,Grevillea,bedggoodiana,True,False,Grevillea bedggoodiana,Grevillea bedggoodiana,Grevillea bedggoodiana,sp.,,,,,,,
Grevillea brachystylis subsp. australis,SCIENTIFIC,Grevillea,brachystylis,True,False,Grevillea brachystylis australis,Grevillea brachystylis subsp. australis,Grevillea brachystylis subsp. australis,subsp.,australis,,,,,,
Grevillea celata,SCIENTIFIC,Grevillea,celata,True,False,Grevillea celata,Grevillea celata,Grevillea celata,sp.,,,,,,,
Grevillea elongata,SCIENTIFIC,Grevillea,elongata,True,False,Grevillea elongata,Grevillea elongata,Grevillea elongata,sp.,,,,,,,
Grevillea evansiana,SCIENTIFIC,Grevillea,evansiana,True,False,Grevillea evansiana,Grevillea evansiana,Grevillea evansiana,sp.,,,,,,,
Grevillea flexuosa,SCIENTIFIC,Grevillea,flexuosa,True,False,Grevillea flexuosa,Grevillea flexuosa,Grevillea flexuosa,sp.,,,,,,,
Grevillea floripendula,SCIENTIFIC,Grevillea,floripendula,True,False,Grevillea floripendula,Grevillea floripendula,Grevillea floripendula,sp.,,,,,,,
Grevillea glossadenia,SCIENTIFIC,Grevillea,glossadenia,True,False,Grevillea glossadenia,Grevillea glossadenia,Grevillea glossadenia,sp.,,,,,,,
Grevillea infecunda,SCIENTIFIC,Grevillea,infecunda,True,False,Grevillea infecunda,Grevillea infecunda,Grevillea infecunda,sp.,,,,,,,
Grevillea kennedyana,SCIENTIFIC,Grevillea,kennedyana,True,False,Grevillea kennedyana,Grevillea kennedyana,Grevillea kennedyana,sp.,,,,,,,
Grevillea montis-cole subsp. brevistyla,SCIENTIFIC,Grevillea,montis-cole,True,False,Grevillea montis-cole brevistyla,Grevillea montis-cole subsp. brevistyla,Grevillea montis-cole subsp. brevistyla,subsp.,brevistyla,,,,,,
Grevillea parviflora subsp. parviflora,SCIENTIFIC,Grevillea,parviflora,True,False,Grevillea parviflora parviflora,Grevillea parviflora subsp. parviflora,Grevillea parviflora subsp. parviflora,subsp.,parviflora,,,,,,
Grevillea quadricauda,SCIENTIFIC,Grevillea,quadricauda,True,False,Grevillea quadricauda,Grevillea quadricauda,Grevillea quadricauda,sp.,,,,,,,
Grevillea raybrownii,SCIENTIFIC,Grevillea,raybrownii,True,False,Grevillea raybrownii,Grevillea raybrownii,Grevillea raybrownii,sp.,,,,,,,
Grevillea rhizomatosa,SCIENTIFIC,Grevillea,rhizomatosa,True,False,Grevillea rhizomatosa,Grevillea rhizomatosa,Grevillea rhizomatosa,sp.,,,,,,,
Grevillea shiressii,SCIENTIFIC,Grevillea,shiressii,True,False,Grevillea shiressii,Grevillea shiressii,Grevillea shiressii,sp.,,,,,,,
Grevillea treueriana,SCIENTIFIC,Grevillea,treueriana,True,False,Grevillea treueriana,Grevillea treueriana,Grevillea treueriana,sp.,,,,,,,
Hakea aculeata,SCIENTIFIC,Hakea,aculeata,True,False,Hakea aculeata,Hakea aculeata,Hakea aculeata,sp.,,,,,,,
Hakea archaeoides,SCIENTIFIC,Hakea,archaeoides,True,False,Hakea archaeoides,Hakea archaeoides,Hakea archaeoides,sp.,,,,,,,
Hakea fraseri,SCIENTIFIC,Hakea,fraseri,True,False,Hakea fraseri,Hakea fraseri,Hakea fraseri,sp.,,,,,,,
Hakea maconochieana,SCIENTIFIC,Hakea,maconochieana,True,False,Hakea maconochieana,Hakea maconochieana,Hakea maconochieana,sp.,,,,,,,
Hakea megalosperma,SCIENTIFIC,Hakea,megalosperma,True,False,Hakea megalosperma,Hakea megalosperma,Hakea megalosperma,sp.,,,,,,,
Hakea trineura,SCIENTIFIC,Hakea,trineura,True,False,Hakea trineura,Hakea trineura,Hakea trineura,sp.,,,,,,,
Haloragis exalata subsp. exalata,SCIENTIFIC,Haloragis,exalata,True,False,Haloragis exalata exalata,Haloragis exalata subsp. exalata,Haloragis exalata subsp. exalata,subsp.,exalata,,,,,,
Haloragis exalata subsp. velutina,SCIENTIFIC,Haloragis,exalata,True,False,Haloragis exalata velutina,Haloragis exalata subsp. velutina,Haloragis exalata subsp. velutina,subsp.,velutina,,,,,,
Helichrysum calvertianum,SCIENTIFIC,Helichrysum,calvertianum,True,False,Helichrysum calvertianum,Helichrysum calvertianum,Helichrysum calvertianum,sp.,,,,,,,
Hensmania chapmanii,SCIENTIFIC,Hensmania,chapmanii,True,False,Hensmania chapmanii,Hensmania chapmanii,Hensmania chapmanii,sp.,,,,,,,
Hexaspora pubescens,SCIENTIFIC,Hexaspora,pubescens,True,False,Hexaspora pubescens,Hexaspora pubescens,Hexaspora pubescens,sp.,,,,,,,
Hibbertia crispula,SCIENTIFIC,Hibbertia,crispula,True,False,Hibbertia crispula,Hibbertia crispula,Hibbertia crispula,sp.,,,,,,,
Hibbertia humifusa subsp. debilis,SCIENTIFIC,Hibbertia,humifusa,True,False,Hibbertia humifusa debilis,Hibbertia humifusa subsp. debilis,Hibbertia humifusa subsp. debilis,subsp.,debilis,,,,,,
Hibbertia humifusa subsp. erigens,SCIENTIFIC,Hibbertia,humifusa,True,False,Hibbertia humifusa erigens,Hibbertia humifusa subsp. erigens,Hibbertia humifusa subsp. erigens,subsp.,erigens,,,,,,
Hibbertia marginata,SCIENTIFIC,Hibbertia,marginata,True,False,Hibbertia marginata,Hibbertia marginata,Hibbertia marginata,sp.,,,,,,,
Hibiscus brennanii,SCIENTIFIC,Hibiscus,brennanii,True,False,Hibiscus brennanii,Hibiscus brennanii,Hibiscus brennanii,sp.,,,,,,,
Hibiscus cravenii,SCIENTIFIC,Hibiscus,cravenii,True,False,Hibiscus cravenii,Hibiscus cravenii,Hibiscus cravenii,sp.,,,,,,,
Hicksbeachia pinnatifolia,SCIENTIFIC,Hicksbeachia,pinnatifolia,True,False,Hicksbeachia pinnatifolia,Hicksbeachia pinnatifolia,Hicksbeachia pinnatifolia,sp.,,,,,,,
Homopholis belsonii,SCIENTIFIC,Homopholis,belsonii,True,False,Homopholis belsonii,Homopholis belsonii,Homopholis belsonii,sp.,,,,,,,
Homoranthus darwinioides,SCIENTIFIC,Homoranthus,darwinioides,True,False,Homoranthus darwinioides,Homoranthus darwinioides,Homoranthus darwinioides,sp.,,,,,,,
Homoranthus floydii,SCIENTIFIC,Homoranthus,floydii,True,False,Homoranthus floydii,Homoranthus floydii,Homoranthus floydii,sp.,,,,,,,
Homoranthus lunatus,SCIENTIFIC,Homoranthus,lunatus,True,False,Homoranthus lunatus,Homoranthus lunatus,Homoranthus lunatus,sp.,,,,,,,
Homoranthus montanus,SCIENTIFIC,Homoranthus,montanus,True,False,Homoranthus montanus,Homoranthus montanus,Homoranthus montanus,sp.,,,,,,,
Homoranthus porteri,SCIENTIFIC,Homoranthus,porteri,True,False,Homoranthus porteri,Homoranthus porteri,Homoranthus porteri,sp.,,,,,,,
Homoranthus prolixus,SCIENTIFIC,Homoranthus,prolixus,True,False,Homoranthus prolixus,Homoranthus prolixus,Homoranthus prolixus,sp.,,,,,,,
Hoya australis subsp. oramicola,SCIENTIFIC,Hoya,australis,True,False,Hoya australis oramicola,Hoya australis subsp. oramicola,Hoya australis subsp. oramicola,subsp.,oramicola,,,,,,
Hydriastele costata,SCIENTIFIC,Hydriastele,costata,True,False,Hydriastele costata,Hydriastele costata,Hydriastele costata,sp.,,,,,,,
Hypocalymma longifolium,SCIENTIFIC,Hypocalymma,longifolium,True,False,Hypocalymma longifolium,Hypocalymma longifolium,Hypocalymma longifolium,sp.,,,,,,,
Hypolepis dicksonioides,SCIENTIFIC,Hypolepis,dicksonioides,True,False,Hypolepis dicksonioides,Hypolepis dicksonioides,Hypolepis dicksonioides,sp.,,,,,,,
Ileostylus micranthus,SCIENTIFIC,Ileostylus,micranthus,True,False,Ileostylus micranthus,Ileostylus micranthus,Ileostylus micranthus,sp.,,,,,,,
Isopogon fletcheri,SCIENTIFIC,Isopogon,fletcheri,True,False,Isopogon fletcheri,Isopogon fletcheri,Isopogon fletcheri,sp.,,,,,,,
Ixodia achillaeoides subsp. arenicola,SCIENTIFIC,Ixodia,achillaeoides,True,False,Ixodia achillaeoides arenicola,Ixodia achillaeoides subsp. arenicola,Ixodia achillaeoides subsp. arenicola,subsp.,arenicola,,,,,,
Kardomia granitica,SCIENTIFIC,Kardomia,granitica,True,False,Kardomia granitica,Kardomia granitica,Kardomia granitica,sp.,,,,,,,
Kelleria bogongensis,SCIENTIFIC,Kelleria,bogongensis,True,False,Kelleria bogongensis,Kelleria bogongensis,Kelleria bogongensis,sp.,,,,,,,
Kennedia glabrata,SCIENTIFIC,Kennedia,glabrata,True,False,Kennedia glabrata,Kennedia glabrata,Kennedia glabrata,sp.,,,,,,,
Kennedia retrorsa,SCIENTIFIC,Kennedia,retrorsa,True,False,Kennedia retrorsa,Kennedia retrorsa,Kennedia retrorsa,sp.,,,,,,,
Kunzea cambagei,SCIENTIFIC,Kunzea,cambagei,True,False,Kunzea cambagei,Kunzea cambagei,Kunzea cambagei,sp.,,,,,,,
Kunzea ericifolia subsp. subulata,SCIENTIFIC,Kunzea,ericifolia,True,False,Kunzea ericifolia subulata,Kunzea ericifolia subsp. subulata,Kunzea ericifolia subsp. subulata,subsp.,subulata,,,,,,
Kunzea rupestris,SCIENTIFIC,Kunzea,rupestris,True,False,Kunzea rupestris,Kunzea rupestris,Kunzea rupestris,sp.,,,,,,,
Lasiopetalum joyceae,SCIENTIFIC,Lasiopetalum,joyceae,True,False,Lasiopetalum joyceae,Lasiopetalum joyceae,Lasiopetalum joyceae,sp.,,,,,,,
Lasiopetalum longistamineum,SCIENTIFIC,Lasiopetalum,longistamineum,True,False,Lasiopetalum longistamineum,Lasiopetalum longistamineum,Lasiopetalum longistamineum,sp.,,,,,,,
Lastreopsis walleri,SCIENTIFIC,Lastreopsis,walleri,True,False,Lastreopsis walleri,Lastreopsis walleri,Lastreopsis walleri,sp.,,,,,,,
Lawrencia buchananensis,SCIENTIFIC,Lawrencia,buchananensis,True,False,Lawrencia buchananensis,Lawrencia buchananensis,Lawrencia buchananensis,sp.,,,,,,,
Lechenaultia chlorantha,SCIENTIFIC,Lechenaultia,chlorantha,True,False,Lechenaultia chlorantha,Lechenaultia chlorantha,Lechenaultia chlorantha,sp.,,,,,,,
Leiocarpa gatesii,SCIENTIFIC,Leiocarpa,gatesii,True,False,Leiocarpa gatesii,Leiocarpa gatesii,Leiocarpa gatesii,sp.,,,,,,,
Leionema obtusifolium,SCIENTIFIC,Leionema,obtusifolium,True,False,Leionema obtusifolium,Leionema obtusifolium,Leionema obtusifolium,sp.,,,,,,,
Leionema ralstonii,SCIENTIFIC,Leionema,ralstonii,True,False,Leionema ralstonii,Leionema ralstonii,Leionema ralstonii,sp.,,,,,,,
Leionema sympetalum,SCIENTIFIC,Leionema,sympetalum,True,False,Leionema sympetalum,Leionema sympetalum,Leionema sympetalum,sp.,,,,,,,
Lepidium aschersonii,SCIENTIFIC,Lepidium,aschersonii,True,False,Lepidium aschersonii,Lepidium aschersonii,Lepidium aschersonii,sp.,,,,,,,
Lepidium ginninderrense,SCIENTIFIC,Lepidium,ginninderrense,True,False,Lepidium ginninderrense,Lepidium ginninderrense,Lepidium ginninderrense,sp.,,,,,,,
Lepidium pseudopapillosum,SCIENTIFIC,Lepidium,pseudopapillosum,True,False,Lepidium pseudopapillosum,Lepidium pseudopapillosum,Lepidium pseudopapillosum,sp.,,,,,,,
Leptomeria dielsiana,SCIENTIFIC,Leptomeria,dielsiana,True,False,Leptomeria dielsiana,Leptomeria dielsiana,Leptomeria dielsiana,sp.,,,,,,,
Leptospermum deanei,SCIENTIFIC,Leptospermum,deanei,True,False,Leptospermum deanei,Leptospermum deanei,Leptospermum deanei,sp.,,,,,,,
Leptospermum thompsonii,SCIENTIFIC,Leptospermum,thompsonii,True,False,Leptospermum thompsonii,Leptospermum thompsonii,Leptospermum thompsonii,sp.,,,,,,,
Leucopogon exolasius,SCIENTIFIC,Leucopogon,exolasius,True,False,Leucopogon exolasius,Leucopogon exolasius,Leucopogon exolasius,sp.,,,,,,,
Leucopogon sp. Ongerup (A.S.George 16682) = Styphelia disjuncta,INFORMAL,Leucopogon,sp.Ongerup(A.S.George 16682),True,True,Leucopogon sp.Ongerup(A.S.George-16682),Leucopogon sp.Ongerup(A.S.George-16682),Leucopogon sp.Ongerup(A.S.George-16682),sp.,,,,,,,
Limonium australe var. baudinii,SCIENTIFIC,Limonium,australe,True,False,Limonium australe baudinii,Limonium australe var. baudinii,Limonium australe var. baudinii,var.,baudinii,,,,,,
Limosella granitica,SCIENTIFIC,Limosella,granitica,True,False,Limosella granitica,Limosella granitica,Limosella granitica,sp.,,,,,,,
Lindsaea pulchella var. blanda,SCIENTIFIC,Lindsaea,pulchella,True,False,Lindsaea pulchella blanda,Lindsaea pulchella var. blanda,Lindsaea pulchella var. blanda,var.,blanda,,,,,,
Livistona lanuginosa,SCIENTIFIC,Livistona,lanuginosa,True,False,Livistona lanuginosa,Livistona lanuginosa,Livistona lanuginosa,sp.,,,,,,,
Lobelia gelida,SCIENTIFIC,Lobelia,gelida,True,False,Lobelia gelida,Lobelia gelida,Lobelia gelida,sp.,,,,,,,
Logania diffusa,SCIENTIFIC,Logania,diffusa,True,False,Logania diffusa,Logania diffusa,Logania diffusa,sp.,,,,,,,
Logania insularis,SCIENTIFIC,Logania,insularis,True,False,Logania insularis,Logania insularis,Logania insularis,sp.,,,,,,,
Macadamia integrifolia,SCIENTIFIC,Macadamia,integrifolia,True,False,Macadamia integrifolia,Macadamia integrifolia,Macadamia integrifolia,sp.,,,,,,,
Macadamia ternifolia,SCIENTIFIC,Macadamia,ternifolia,True,False,Macadamia ternifolia,Macadamia ternifolia,Macadamia ternifolia,sp.,,,,,,,
Macadamia tetraphylla,SCIENTIFIC,Macadamia,tetraphylla,True,False,Macadamia tetraphylla,Macadamia tetraphylla,Macadamia tetraphylla,sp.,,,,,,,
Macropteranthes montana,SCIENTIFIC,Macropteranthes,montana,True,False,Macropteranthes montana,Macropteranthes montana,Macropteranthes montana,sp.,,,,,,,
Macrozamia conferta,SCIENTIFIC,Macrozamia,conferta,True,False,Macrozamia conferta,Macrozamia conferta,Macrozamia conferta,sp.,,,,,,,
Macrozamia macdonnellii,SCIENTIFIC,Macrozamia,macdonnellii,True,False,Macrozamia macdonnellii,Macrozamia macdonnellii,Macrozamia macdonnellii,sp.,,,,,,,
Macrozamia machinii,SCIENTIFIC,Macrozamia,machinii,True,False,Macrozamia machinii,Macrozamia machinii,Macrozamia machinii,sp.,,,,,,,
Macrozamia occidua,SCIENTIFIC,Macrozamia,occidua,True,False,Macrozamia occidua,Macrozamia occidua,Macrozamia occidua,sp.,,,,,,,
Macrozamia parcifolia,SCIENTIFIC,Macrozamia,parcifolia,True,False,Macrozamia parcifolia,Macrozamia parcifolia,Macrozamia parcifolia,sp.,,,,,,,
Maireana cheelii,SCIENTIFIC,Maireana,cheelii,True,False,Maireana cheelii,Maireana cheelii,Maireana cheelii,sp.,,,,,,,
Marsdenia brevifolia = Leichhardtia brevifolia,DOUBTFUL,Marsdenia,brevifolia,True,False,Marsdenia brevifolia brevifolia,Marsdenia brevifolia brevifolia,Marsdenia brevifolia brevifolia,infrasp.,brevifolia,,,,,,
Marsdenia longiloba = Leichhardtia longiloba,DOUBTFUL,Marsdenia,longiloba,True,False,Marsdenia longiloba longiloba,Marsdenia longiloba longiloba,Marsdenia longiloba longiloba,infrasp.,longiloba,,,,,,
Marsdenia paludicola = Leichhardtia paludicola,DOUBTFUL,Marsdenia,paludicola,True,False,Marsdenia paludicola paludicola,Marsdenia paludicola paludicola,Marsdenia paludicola paludicola,infrasp.,paludicola,,,,,,
Medicosma elliptica,SCIENTIFIC,Medicosma,elliptica,True,False,Medicosma elliptica,Medicosma elliptica,Medicosma elliptica,sp.,,,,,,,
Medicosma obovata,SCIENTIFIC,Medicosma,obovata,True,False,Medicosma obovata,Medicosma obovata,Medicosma obovata,sp.,,,,,,,
Melaleuca biconvexa,SCIENTIFIC,Melaleuca,biconvexa,True,False,Melaleuca biconvexa,Melaleuca biconvexa,Melaleuca biconvexa,sp.,,,,,,,
Melaleuca deanei,SCIENTIFIC,Melaleuca,deanei,True,False,Melaleuca deanei,Melaleuca deanei,Melaleuca deanei,sp.,,,,,,,
Melaleuca kunzeoides,SCIENTIFIC,Melaleuca,kunzeoides,True,False,Melaleuca kunzeoides,Melaleuca kunzeoides,Melaleuca kunzeoides,sp.,,,,,,,
Melicope littoralis,SCIENTIFIC,Melicope,littoralis,True,False,Melicope littoralis,Melicope littoralis,Melicope littoralis,sp.,,,,,,,
Melicytus ramiflorus subsp. oblongifolius,SCIENTIFIC,Melicytus,ramiflorus,True,False,Melicytus ramiflorus oblongifolius,Melicytus ramiflorus subsp. oblongifolius,Melicytus ramiflorus subsp. oblongifolius,subsp.,oblongifolius,,,,,,
Meryta angustifolia,SCIENTIFIC,Meryta,angustifolia,True,False,Meryta angustifolia,Meryta angustifolia,Meryta angustifolia,sp.,,,,,,,
Microcorys eremophiloides,SCIENTIFIC,Microcorys,eremophiloides,True,False,Microcorys eremophiloides,Microcorys eremophiloides,Microcorys eremophiloides,sp.,,,,,,,
Microlepidium alatum,SCIENTIFIC,Microlepidium,alatum,True,False,Microlepidium alatum,Microlepidium alatum,Microlepidium alatum,sp.,,,,,,,
Micromyrtus blakelyi,SCIENTIFIC,Micromyrtus,blakelyi,True,False,Micromyrtus blakelyi,Micromyrtus blakelyi,Micromyrtus blakelyi,sp.,,,,,,,
Micromyrtus minutiflora,SCIENTIFIC,Micromyrtus,minutiflora,True,False,Micromyrtus minutiflora,Micromyrtus minutiflora,Micromyrtus minutiflora,sp.,,,,,,,
Microtis globula,SCIENTIFIC,Microtis,globula,True,False,Microtis globula,Microtis globula,Microtis globula,sp.,,,,,,,
Minuria tridens,SCIENTIFIC,Minuria,tridens,True,False,Minuria tridens,Minuria tridens,Minuria tridens,sp.,,,,,,,
Mitrella tiwiensis,SCIENTIFIC,Mitrella,tiwiensis,True,False,Mitrella tiwiensis,Mitrella tiwiensis,Mitrella tiwiensis,sp.,,,,,,,
Myoporum cordifolium,SCIENTIFIC,Myoporum,cordifolium,True,False,Myoporum cordifolium,Myoporum cordifolium,Myoporum cordifolium,sp.,,,,,,,
Myriophyllum coronatum,SCIENTIFIC,Myriophyllum,coronatum,True,False,Myriophyllum coronatum,Myriophyllum coronatum,Myriophyllum coronatum,sp.,,,,,,,
Myriophyllum porcatum,SCIENTIFIC,Myriophyllum,porcatum,True,False,Myriophyllum porcatum,Myriophyllum porcatum,Myriophyllum porcatum,sp.,,,,,,,
Myrmecodia beccarii,SCIENTIFIC,Myrmecodia,beccarii,True,False,Myrmecodia beccarii,Myrmecodia beccarii,Myrmecodia beccarii,sp.,,,,,,,
Myrsine ralstoniae,SCIENTIFIC,Myrsine,ralstoniae,True,False,Myrsine ralstoniae,Myrsine ralstoniae,Myrsine ralstoniae,sp.,,,,,,,
Neisosperma kilneri,SCIENTIFIC,Neisosperma,kilneri,True,False,Neisosperma kilneri,Neisosperma kilneri,Neisosperma kilneri,sp.,,,,,,,
Nematolepis rhytidophylla,SCIENTIFIC,Nematolepis,rhytidophylla,True,False,Nematolepis rhytidophylla,Nematolepis rhytidophylla,Nematolepis rhytidophylla,sp.,,,,,,,
Nematolepis squamea subsp. coriacea,SCIENTIFIC,Nematolepis,squamea,True,False,Nematolepis squamea coriacea,Nematolepis squamea subsp. coriacea,Nematolepis squamea subsp. coriacea,subsp.,coriacea,,,,,,
Nematolepis wilsonii,SCIENTIFIC,Nematolepis,wilsonii,True,False,Nematolepis wilsonii,Nematolepis wilsonii,Nematolepis wilsonii,sp.,,,,,,,
Neoastelia spectabilis,SCIENTIFIC,Neoastelia,spectabilis,True,False,Neoastelia spectabilis,Neoastelia spectabilis,Neoastelia spectabilis,sp.,,,,,,,
Neoroepera buxifolia,SCIENTIFIC,Neoroepera,buxifolia,True,False,Neoroepera buxifolia,Neoroepera buxifolia,Neoroepera buxifolia,sp.,,,,,,,
Newcastelia velutina,SCIENTIFIC,Newcastelia,velutina,True,False,Newcastelia velutina,Newcastelia velutina,Newcastelia velutina,sp.,,,,,,,
Notelaea lloydii,SCIENTIFIC,Notelaea,lloydii,True,False,Notelaea lloydii,Notelaea lloydii,Notelaea lloydii,sp.,,,,,,,
Olax angulata,SCIENTIFIC,Olax,angulata,True,False,Olax angulata,Olax angulata,Olax angulata,sp.,,,,,,,
Olearia astroloba,SCIENTIFIC,Olearia,astroloba,True,False,Olearia astroloba,Olearia astroloba,Olearia astroloba,sp.,,,,,,,
Olearia cordata,SCIENTIFIC,Olearia,cordata,True,False,Olearia cordata,Olearia cordata,Olearia cordata,sp.,,,,,,,
Olearia macdonnellensis,SCIENTIFIC,Olearia,macdonnellensis,True,False,Olearia macdonnellensis,Olearia macdonnellensis,Olearia macdonnellensis,sp.,,,,,,,
Olearia pannosa subsp. pannosa,SCIENTIFIC,Olearia,pannosa,True,False,Olearia pannosa pannosa,Olearia pannosa subsp. pannosa,Olearia pannosa subsp. pannosa,subsp.,pannosa,,,,,,
Omphalea celata,SCIENTIFIC,Omphalea,celata,True,False,Omphalea celata,Omphalea celata,Omphalea celata,sp.,,,,,,,
Oreogrammitis reinwardtii,SCIENTIFIC,Oreogrammitis,reinwardtii,True,False,Oreogrammitis reinwardtii,Oreogrammitis reinwardtii,Oreogrammitis reinwardtii,sp.,,,,,,,
Owenia cepiodora,SCIENTIFIC,Owenia,cepiodora,True,False,Owenia cepiodora,Owenia cepiodora,Owenia cepiodora,sp.,,,,,,,
Ozothamnus eriocephalus,SCIENTIFIC,Ozothamnus,eriocephalus,True,False,Ozothamnus eriocephalus,Ozothamnus eriocephalus,Ozothamnus eriocephalus,sp.,,,,,,,
Ozothamnus reflexifolius,SCIENTIFIC,Ozothamnus,reflexifolius,True,False,Ozothamnus reflexifolius,Ozothamnus reflexifolius,Ozothamnus reflexifolius,sp.,,,,,,,
Ozothamnus tesselatus,SCIENTIFIC,Ozothamnus,tesselatus,True,False,Ozothamnus tesselatus,Ozothamnus tesselatus,Ozothamnus tesselatus,sp.,,,,,,,
Ozothamnus vagans,SCIENTIFIC,Ozothamnus,vagans,True,False,Ozothamnus vagans,Ozothamnus vagans,Ozothamnus vagans,sp.,,,,,,,
Parsonsia larcomensis,SCIENTIFIC,Parsonsia,larcomensis,True,False,Parsonsia larcomensis,Parsonsia larcomensis,Parsonsia larcomensis,sp.,,,,,,,
Paspalidium grandispiculatum,SCIENTIFIC,Paspalidium,grandispiculatum,True,False,Paspalidium grandispiculatum,Paspalidium grandispiculatum,Paspalidium grandispiculatum,sp.,,,,,,,
Persicaria elatior,SCIENTIFIC,Persicaria,elatior,True,False,Persicaria elatior,Persicaria elatior,Persicaria elatior,sp.,,,,,,,
Persoonia acerosa,SCIENTIFIC,Persoonia,acerosa,True,False,Persoonia acerosa,Persoonia acerosa,Persoonia acerosa,sp.,,,,,,,
Persoonia glaucescens,SCIENTIFIC,Persoonia,glaucescens,True,False,Persoonia glaucescens,Persoonia glaucescens,Persoonia glaucescens,sp.,,,,,,,
Persoonia marginata,SCIENTIFIC,Persoonia,marginata,True,False,Persoonia marginata,Persoonia marginata,Persoonia marginata,sp.,,,,,,,
Persoonia mollis subsp. revoluta,SCIENTIFIC,Persoonia,mollis,True,False,Persoonia mollis revoluta,Persoonia mollis subsp. revoluta,Persoonia mollis subsp. revoluta,subsp.,revoluta,,,,,,
Petrophile nivea,SCIENTIFIC,Petrophile,nivea,True,False,Petrophile nivea,Petrophile nivea,Petrophile nivea,sp.,,,,,,,
Phaius pictus,SCIENTIFIC,Phaius,pictus,True,False,Phaius pictus,Phaius pictus,Phaius pictus,sp.,,,,,,,
Phaleria biflora,SCIENTIFIC,Phaleria,biflora,True,False,Phaleria biflora,Phaleria biflora,Phaleria biflora,sp.,,,,,,,
Phebalium glandulosum subsp. eglandulosum,SCIENTIFIC,Phebalium,glandulosum,True,False,Phebalium glandulosum eglandulosum,Phebalium glandulosum subsp. eglandulosum,Phebalium glandulosum subsp. eglandulosum,subsp.,eglandulosum,,,,,,
Phebalium lowanense,SCIENTIFIC,Phebalium,lowanense,True,False,Phebalium lowanense,Phebalium lowanense,Phebalium lowanense,sp.,,,,,,,
Phebalium whitei,SCIENTIFIC,Phebalium,whitei,True,False,Phebalium whitei,Phebalium whitei,Phebalium whitei,sp.,,,,,,,
Philotheca obovatifolia,SCIENTIFIC,Philotheca,obovatifolia,True,False,Philotheca obovatifolia,Philotheca obovatifolia,Philotheca obovatifolia,sp.,,,,,,,
Philotheca papillata,SCIENTIFIC,Philotheca,papillata,True,False,Philotheca papillata,Philotheca papillata,Philotheca papillata,sp.,,,,,,,
Phlegmariurus lockyeri,SCIENTIFIC,Phlegmariurus,lockyeri,True,False,Phlegmariurus lockyeri,Phlegmariurus lockyeri,Phlegmariurus lockyeri,sp.,,,,,,,
Phlegmariurus marsupiiformis = Phlegmariurus delbrueckii,DOUBTFUL,Phlegmariurus,marsupiiformis,True,False,Phlegmariurus marsupiiformis delbrueckii,Phlegmariurus marsupiiformis delbrueckii,Phlegmariurus marsupiiformis delbrueckii,infrasp.,delbrueckii,,,,,,
