TAXON,COMMON_NAME,SPECIES_2022,SPECIES_LUTO,MODELLED,SPECIES_TYPE,IUCN_GLOBAL_STATUS,AUS_GOV_THREAT_STATUS
Plants,,,Rumex_conglomeratus,Yes,,,
Plants,,,Chloris_ventricosa,Yes,,,
Plants,,,Melaleuca_borealis,Yes,,,
Plants,,,Clematis_decipiens,Yes,,,
Plants,,,Bertya_opponens,Yes,,,
Plants,,,Psydrax_pallida,Yes,,,
Plants,,,Peplidium_foecundum,Yes,,,
Plants,,,Flindersia_brassii,Yes,,,
Plants,,,Flindersia_pimenteliana,Yes,,,
Plants,,,Litsea_leefeana,Yes,,,
Plants,,,Corymbia_xanthope,Yes,,,
Plants,,,Tetrastigma_crenatum,Yes,,,
Plants,,,Helicia_blakei,Yes,,,
Plants,,,Desmodium_uncinatum,Yes,,,
Plants,,,Cullen_graveolens,Yes,,,
Plants,,,Acacia_uncifera,Yes,,,
Plants,,,Corymbia_henryi,Yes,,,
Plants,,,Hedycarya_loxocarya,Yes,,,
Plants,,,Pandanus_aquaticus,Yes,,,
Plants,,,Brachyscome_smithwhitei,Yes,,,
Plants,,,Rotala_rotundifolia,Yes,,,
Plants,,,Flueggea_virosa,Yes,,,
Plants,,,Cyperus_concinnus,Yes,,,
Plants,,,Hypolepis_glandulifera,Yes,,,
Plants,,,Pteridium_aquilinum,Yes,,,
Plants,,,Hakea_eyreana,Yes,,,
Plants,,,Cenchrus_spinifex,Yes,,,
Plants,,,Leptorhynchos_squamatus,Yes,,,
Plants,,,Harpullia_alata,Yes,,,
Plants,,,Platyzoma_microphyllum,Yes,,,
Plants,,,Lepidium_didymum,Yes,,,
Plants,,,Asplenium_bulbiferum,Yes,,,
Plants,,,Triglochin_centrocarpa,Yes,,,
Plants,,,Klebsormidium_rivulare,Yes,,,
Plants,,,Polygala_stenoclada,Yes,,,
Plants,,,Ricinocarpos_ruminatus,Yes,,,
Plants,,,Convolvulus_arvensis,Yes,,,
Plants,,,Blechnum_nudum,Yes,,,
Plants,,,Schistocarpaea_johnsonii,Yes,,,
Plants,,,Eriochiton_sclerolaenoides,Yes,,,
Plants,,,Gossia_macilwraithensis,Yes,,,
Plants,,,Dichelachne_crinita,Yes,,,
Plants,,,Abutilon_cunninghamii,Yes,,,
Plants,,,Brassica_fruticulosa,Yes,,,
Plants,,,Myrtus_communis,Yes,,,
Plants,,,Trachymene_geraniifolia,Yes,,,
Plants,,,Phyllodium_pulchellum,Yes,,,
Plants,,,Pultenaea_borea,Yes,,,
Plants,,,Pararchidendron_pruinosum,Yes,,,
Plants,,,Foeniculum_vulgare,Yes,,,
Plants,,,Grevillea_nematophylla,Yes,,,
Plants,,,Acmella_grandiflora,Yes,,,
Plants,,,Alloxylon_pinnatum,Yes,,,
Plants,,,Schoenus_moorei,Yes,,,
Plants,,,Aneilema_siliculosum,Yes,,,
Plants,,,Brackenridgea_australiana,Yes,,,
Plants,,,Gonocarpus_urceolatus,Yes,,,
Plants,,,Neofabricia_myrtifolia,Yes,,,
Plants,,,Glossodia_minor,Yes,,,
Plants,,,Hibbertia_velutina,Yes,,,
Plants,,,Haloragis_heterophylla,Yes,,,
Plants,,,Crinum_pedunculatum,Yes,,,
Plants,,,Bothriochloa_insculpta,Yes,,,
Plants,,,Digitaria_longiflora,Yes,,,
Plants,,,Utricularia_chrysantha,Yes,,,
Plants,,,Stemodia_lathraia,Yes,,,
Plants,,,Podocarpus_elatus,Yes,,,
Plants,,,Opilia_amentacea,Yes,,,
Plants,,,Acacia_longipedunculata,Yes,,,
Plants,,,Scaevola_enantophylla,Yes,,,
Plants,,,Diplazium_dilatatum,Yes,,,
Plants,,,Sclerolaena_everistiana,Yes,,,
Plants,,,Xyris_cheumatophila,Yes,,,
Plants,,,Cardwellia_sublimis,Yes,,,
Plants,,,Sinapis_alba,Yes,,,
Plants,,,Elaeocarpus_thelmae,Yes,,,
Plants,,,Eremophila_obovata,Yes,,,
Plants,,,Eragrostis_eriopoda,Yes,,,
Plants,,,Rorippa_eustylis,Yes,,,
Plants,,,Hibiscus_mutabilis,Yes,,,
Plants,,,Tabernaemontana_pandacaqui,Yes,,,
Plants,,,Amomum_dallachyi,Yes,,,
Plants,,,Archontophoenix_alexandrae,Yes,,,
Plants,,,Wrightia_versicolor,Yes,,,
Plants,,,Grevillea_mcgillivrayi,Yes,,,
Plants,,,Roebuckiella_similis,Yes,,,
Plants,,,Goodenia_viscidula,Yes,,,
Plants,,,Pomaderris_crassifolia,Yes,,,
Plants,,,Stylidium_schizanthum,Yes,,,
Plants,,,Ptilotus_latifolius,Yes,,,
Plants,,,Gomphrena_lanata,Yes,,,
Plants,,,Acacia_johannis,Yes,,,
Plants,,,Calandrinia_spergularina,Yes,,,
Plants,,,Mallotus_polyadenos,Yes,,,
Plants,,,Eriocaulon_athertonense,Yes,,,
Plants,,,Poa_sieberiana,Yes,,,
Plants,,,Dioscorea_alata,Yes,,,
Plants,,,Populus_alba,Yes,,,
Plants,,,Hibbertia_melhanioides,Yes,,,
Plants,,,Xerochloa_imberbis,Yes,,,
Plants,,,Ectrosia_confusa,Yes,,,
Plants,,,Ipomoea_purpurea,Yes,,,
Plants,,,Acunniana_procumbens,Yes,,,
Plants,,,Uvaria_concava,Yes,,,
Plants,,,Heliotropium_sarmentosum,Yes,,,
Plants,,,Plagiothecium_lamprostachys,Yes,,,
Plants,,,Tribulus_cistoides,Yes,,,
Plants,,,Maireana_eriantha,Yes,,,
Plants,,,Nymphaea_elleniae,Yes,,,
Plants,,,Acacia_betchei,Yes,,,
Plants,,,Cassinia_compacta,Yes,,,
Plants,,,Jacksonia_lateritica,Yes,,,
Plants,,,Calandrinia_calyptrata,Yes,,,
Plants,,,Neptunia_dimorphantha,Yes,,,
Plants,,,Calymperes_crassinerve,Yes,,,
Plants,,,Urochloa_whiteana,Yes,,,
Plants,,,Synoum_glandulosum,Yes,,,
Plants,,,Aloe_vera,Yes,,,
Plants,,,Boronia_falcifolia,Yes,,,
Plants,,,Cajanus_acutifolius,Yes,,,
Plants,,,Digitaria_imbricata,Yes,,,
Plants,,,Bergia_perennis,Yes,,,
Plants,,,Enneapogon_decipiens,Yes,,,
Plants,,,Abutilon_oxycarpum,Yes,,,
Plants,,,Eucalyptus_cambageana,Yes,,,
Plants,,,Melaleuca_squamophloia,Yes,,,
Plants,,,Nitella_stuartii,Yes,,,
Plants,,,Cymbopogon_obtectus,Yes,,,
Plants,,,Taenitis_pinnata,Yes,,,
Plants,,,Eragrostis_amabilis,Yes,,,
Plants,,,Alyxia_stellata,Yes,,,
Plants,,,Eragrostis_cilianensis,Yes,,,
Plants,,,Verbascum_thapsus,Yes,,,
Plants,,,Passiflora_suberosa,Yes,,,
Plants,,,Cryptocarya_onoprienkoana,Yes,,,
Plants,,,Corymbia_trachyphloia,Yes,,,
Plants,,,Westringia_cheelii,Yes,,,
Plants,,,Chrysopogon_filipes,Yes,,,
Plants,,,Alocasia_macrorrhizos,Yes,,,
Plants,,,Datura_ferox,Yes,,,
Plants,,,Corymbia_hendersonii,Yes,,,
Plants,,,Maireana_turbinata,Yes,,,
Plants,,,Baccharis_halimifolia,Yes,,,
Plants,,,Spathoglottis_paulinae,Yes,,,
Plants,,,Juncus_subglaucus,Yes,,,
Plants,,,Triumfetta_marsupiata,Yes,,,
Plants,,,Acacia_viscidula,Yes,,,
Plants,,,Cryptocarya_macdonaldii,Yes,,,
Plants,,,Lachnagrostis_aemula,Yes,,,
Plants,,,Callerya_pilipes,Yes,,,
Plants,,,Heliotropium_fasciculatum,Yes,,,
Plants,,,Oxalis_chnoodes,Yes,,,
Plants,,,Trichosteleum_subfalcatulum,Yes,,,
Plants,,,Elacholoma_hornii,Yes,,,
Plants,,,Corchorus_cunninghamii,Yes,,,
Plants,,,Digitaria_baileyi,Yes,,,
Plants,,,Astrotricha_umbrosa,Yes,,,
Plants,,,Dendrobium_canaliculatum,Yes,,,
Plants,,,Nelumbo_nucifera,Yes,,,
Plants,,,Boronia_odorata,Yes,,,
Plants,,,Velleia_macrocalyx,Yes,,,
Plants,,,Spermacoce_brachystema,Yes,,,
Plants,,,Fagraea_berteroana,Yes,,,
Plants,,,Cyperus_metzii,Yes,,,
Plants,,,Pycnarrhena_ozantha,Yes,,,
Plants,,,Ipomoea_limosa,Yes,,,
Plants,,,Viscum_whitei,Yes,,,
Plants,,,Pothos_longipes,Yes,,,
Plants,,,Radula_javanica,Yes,,,
Plants,,,Dissiliaria_muelleri,Yes,,,
Plants,,,Sporobolus_caroli,Yes,,,
Plants,,,Bidens_bipinnata,Yes,,,
Plants,,,Hovea_apiculata,Yes,,,
Plants,,,Crotalaria_lanceolata,Yes,,,
Plants,,,Glycine_syndetika,Yes,,,
Plants,,,Rhizophora_stylosa,Yes,,,
Plants,,,Acacia_conferta,Yes,,,
Plants,,,Gonocarpus_effusus,Yes,,,
Plants,,,Sporobolus_fertilis,Yes,,,
Plants,,,Pterocaulon_sphacelatum,Yes,,,
Plants,,,Gymnostachys_anceps,Yes,,,
Plants,,,Cryptocarya_foveolata,Yes,,,
Plants,,,Dendrobium_monophyllum,Yes,,,
Plants,,,Cyperus_zollingeri,Yes,,,
Plants,,,Chamaecrista_rotundifolia,Yes,,,
Plants,,,Nervilia_uniflora,Yes,,,
Plants,,,Conringia_orientalis,Yes,,,
Plants,,,Eragrostis_minor,Yes,,,
Plants,,,Memecylon_pauciflorum,Yes,,,
Plants,,,Eucalyptus_howittiana,Yes,,,
Plants,,,Cryptocarya_endiandrifolia,Yes,,,
Plants,,,Swainsona_galegifolia,Yes,,,
Plants,,,Macaranga_polyadenia,Yes,,,
Plants,,,Cyperus_paniceus,Yes,,,
Plants,,,Tecomanthe_hillii,Yes,,,
Plants,,,Ranunculus_sceleratus,Yes,,,
Plants,,,Hakea_vittata,Yes,,,
Plants,,,Asparagus_plumosus,Yes,,,
Plants,,,Ehretia_membranifolia,Yes,,,
Plants,,,Glycosmis_trifoliata,Yes,,,
Plants,,,Chiloscyphus_novae-zelandiae,Yes,,,
Plants,,,Hypolytrum_nemorum,Yes,,,
Plants,,,Utricularia_albiflora,Yes,,,
Plants,,,Spermacoce_latifolia,Yes,,,
Plants,,,Dianella_atraxis,Yes,,,
Plants,,,Pothos_brassii,Yes,,,
Plants,,,Trianthema_pilosa,Yes,,,
Plants,,,Crepidomanes_saxifragoides,Yes,,,
Plants,,,Kunzea_capitata,Yes,,,
Plants,,,Myrmecodia_beccarii,Yes,,,
Plants,,,Artemisia_arborescens,Yes,,,
Plants,,,Myosurus_australis,Yes,,,
Plants,,,Xerochloa_barbata,Yes,,,
Plants,,,Tectaria_confluens,Yes,,,
Plants,,,Phlegmariurus_squarrosus,Yes,,,
Plants,,,Acacia_pedleyi,Yes,,,
Plants,,,Faradaya_splendida,Yes,,,
Plants,,,Lamprolobium_fruticosum,Yes,,,
Plants,,,Hypoestes_floribunda,Yes,,,
Plants,,,Minuria_macrorhiza,Yes,,,
Plants,,,Dolichandrone_spathacea,Yes,,,
Plants,,,Aristida_holathera,Yes,,,
Plants,,,Crepidomanes_proliferum,Yes,,,
Plants,,,Myriophyllum_gracile,Yes,,,
Plants,,,Eupomatia_barbata,Yes,,,
Plants,,,Phaleria_chermsideana,Yes,,,
Plants,,,Mimosa_pigra,Yes,,,
Plants,,,Ptilotus_capensis,Yes,,,
Plants,,,Leptospermum_microcarpum,Yes,,,
Plants,,,Drynaria_quercifolia,Yes,,,
Plants,,,Desmodium_intortum,Yes,,,
Plants,,,Pleiogynium_timorense,Yes,,,
Plants,,,Albizia_retusa,Yes,,,
Plants,,,Barbula_calycina,Yes,,,
Plants,,,Leptospermum_lamellatum,Yes,,,
Plants,,,Papaver_aculeatum,Yes,,,
Plants,,,Cleome_aculeata,Yes,,,
Plants,,,Garcinia_zichii,Yes,,,
Plants,,,Ochrosia_moorei,Yes,,,
Plants,,,Acacia_neurocarpa,Yes,,,
Plants,,,Apowollastonia_longipes,Yes,,,
Plants,,,Burmannia_disticha,Yes,,,
Plants,,,Acronychia_pubescens,Yes,,,
Plants,,,Pteris_tripartita,Yes,,,
Plants,,,Sarcochilus_spathulatus,Yes,,,
Plants,,,Keraudrenia_hillii,Yes,,,
Plants,,,Wendlandia_inclusa,Yes,,,
Plants,,,Heliotropium_muelleri,Yes,,,
Plants,,,Pseudanthus_orientalis,Yes,,,
Plants,,,Cryptocarya_exfoliata,Yes,,,
Plants,,,Gunniopsis_papillata,Yes,,,
Plants,,,Schoenus_ericetorum,Yes,,,
Plants,,,Guioa_montana,Yes,,,
Plants,,,Stackhousia_monogyna,Yes,,,
Plants,,,Cyperus_alopecuroides,Yes,,,
Plants,,,Crepidomanes_bipunctatum,Yes,,,
Plants,,,Goodenia_triodiophila,Yes,,,
Plants,,,Canarium_australasicum,Yes,,,
Plants,,,Leucas_martinicensis,Yes,,,
Plants,,,Acacia_adunca,Yes,,,
Plants,,,Ocimum_americanum,Yes,,,
Plants,,,Acacia_coriacea,Yes,,,
Plants,,,Taenitis_blechnoides,Yes,,,
Plants,,,Davenportia_davenportii,Yes,,,
Plants,,,Eragrostis_stenostachya,Yes,,,
Plants,,,Eleocharis_cylindrostachys,Yes,,,
Plants,,,Ochrosia_elliptica,Yes,,,
Plants,,,Trifolium_striatum,Yes,,,
Plants,,,Albizia_lebbeck,Yes,,,
Plants,,,Elaphoglossum_callifolium,Yes,,,
Plants,,,Sida_argillacea,Yes,,,
Plants,,,Phebalium_woombye,Yes,,,
Plants,,,Hedwigia_ciliata,Yes,,,
Plants,,,Entosthodon_subnudus,Yes,,,
Plants,,,Syzygium_oleosum,Yes,,,
Plants,,,Forsstroemia_producta,Yes,,,
Plants,,,Zornia_prostrata,Yes,,,
Plants,,,Bauhinia_monandra,Yes,,,
Plants,,,Dillwynia_sericea,Yes,,,
Plants,,,Phyllanthus_hirtellus,Yes,,,
Plants,,,Acacia_deanei,Yes,,,
Plants,,,Excoecaria_agallocha,Yes,,,
Plants,,,Aneilema_papuanum,Yes,,,
Plants,,,Pueraria_phaseoloides,Yes,,,
Plants,,,Acronychia_peninsularis,Yes,,,
Plants,,,Aponogeton_queenslandicus,Yes,,,
Plants,,,Eremophila_oppositifolia,Yes,,,
Plants,,,Scleria_poiformis,Yes,,,
Plants,,,Lophostemon_confertus,Yes,,,
Plants,,,Boerhavia_coccinea,Yes,,,
Plants,,,Polymeria_pusilla,Yes,,,
Plants,,,Bulbophyllum_globuliforme,Yes,,,
Plants,,,Gillbeea_adenopetala,Yes,,,
Plants,,,Marsdenia_coronata,Yes,,,
Plants,,,Dodonaea_tenuifolia,Yes,,,
Plants,,,Veronica_calycina,Yes,,,
Plants,,,Aotus_lanigera,Yes,,,
Plants,,,Terminalia_canescens,Yes,,,
Plants,,,Acacia_georginae,Yes,,,
Plants,,,Vittaria_ensiformis,Yes,,,
Plants,,,Swainsona_queenslandica,Yes,,,
Plants,,,Themeda_avenacea,Yes,,,
Plants,,,Campylopus_australis,Yes,,,
Plants,,,Cycnogeton_procerus,Yes,,,
Plants,,,Allocasuarina_thalassoscopica,Yes,,,
Plants,,,Beilschmiedia_collina,Yes,,,
Plants,,,Acacia_gittinsii,Yes,,,
Plants,,,Maireana_triptera,Yes,,,
Plants,,,Solanum_aviculare,Yes,,,
Plants,,,Leptospermum_sericatum,Yes,,,
Plants,,,Tribulopis_homalococca,Yes,,,
Plants,,,Hibiscus_diversifolius,Yes,,,
Plants,,,Vittadinia_hispidula,Yes,,,
Plants,,,Corchorus_pumilio,Yes,,,
Plants,,,Siphonodon_pendulus,Yes,,,
Plants,,,Mirbelia_rubiifolia,Yes,,,
Plants,,,Solanum_senticosum,Yes,,,
Plants,,,Callistemon_recurvus,Yes,,,
Plants,,,Entodon_mackaviensis,Yes,,,
Plants,,,Eucalyptus_nova-anglica,Yes,,,
Plants,,,Acacia_rubricaulis,Yes,,,
Plants,,,Westringia_eremicola,Yes,,,
Plants,,,Eriachne_glabrata,Yes,,,
Plants,,,Digitaria_papposa,Yes,,,
Plants,,,Calamus_muelleri,Yes,,,
Plants,,,Hovea_graniticola,Yes,,,
Plants,,,Plectranthus_foetidus,Yes,,,
Plants,,,Lepyrodia_leptocaulis,Yes,,,
Plants,,,Iseilema_windersii,Yes,,,
Plants,,,Corymbia_aspera,Yes,,,
Plants,,,Claoxylon_tenerifolium,Yes,,,
Plants,,,Schoenus_falcatus,Yes,,,
Plants,,,Zieria_furfuracea,Yes,,,
Plants,,,Cassinia_copensis,Yes,,,
Plants,,,Hypsophila_dielsiana,Yes,,,
Plants,,,Macropteranthes_fitzalanii,Yes,,,
Plants,,,Calyptochloa_cylindrosperma,Yes,,,
Plants,,,Leionema_elatius,Yes,,,
Plants,,,Crinum_arenarium,Yes,,,
Plants,,,Androcalva_argentea,Yes,,,
Plants,,,Echinochloa_telmatophila,Yes,,,
Plants,,,Gonocarpus_micranthus,Yes,,,
Plants,,,Cyperus_involucratus,Yes,,,
Plants,,,Cordyline_murchisoniae,Yes,,,
Plants,,,Juncus_mollis,Yes,,,
Plants,,,Genoplesium_fimbriatum,Yes,,,
Plants,,,Gonocarpus_oreophilus,Yes,,,
Plants,,,Argophyllum_verae,Yes,,,
Plants,,,Eragrostis_setifolia,Yes,,,
Plants,,,Horsfieldia_australiana,Yes,,,
Plants,,,Dryadodaphne_trachyphloia,Yes,,,
Plants,,,Schoenus_sparteus,Yes,,,
Plants,,,Eupomatia_laurina,Yes,,,
Plants,,,Trichodesma_zeylanicum,Yes,,,
Plants,,,Blechnum_wurunuran,Yes,,,
Plants,,,Fissidens_sufflatus,Yes,,,
Plants,,,Echinopogon_intermedius,Yes,,,
Plants,,,Acacia_polystachya,Yes,,,
Plants,,,Abutilon_tubulosum,Yes,,,
Plants,,,Shonia_tristigma,Yes,,,
Plants,,,Erythrophleum_chlorostachys,Yes,,,
Plants,,,Ricinocarpos_linearifolius,Yes,,,
Plants,,,Rhodamnia_rubescens,Yes,,,
Plants,,,Lathyrus_latifolius,Yes,,,
Plants,,,Prostanthera_scutellarioides,Yes,,,
Plants,,,Scaevola_humilis,Yes,,,
Plants,,,Solanum_inaequilaterum,Yes,,,
Plants,,,Vicia_sativa,Yes,,,
Plants,,,Mimosa_pudica,Yes,,,
Plants,,,Polyscias_sambucifolia,Yes,,,
Plants,,,Eucalyptus_exilipes,Yes,,,
Plants,,,Rhodamnia_spongiosa,Yes,,,
Plants,,,Schoenus_centralis,Yes,,,
Plants,,,Schoenoplectus_subulatus,Yes,,,
Plants,,,Cheilanthes_contigua,Yes,,,
Plants,,,Centaurium_tenuiflorum,Yes,,,
Plants,,,Stackhousia_viminea,Yes,,,
Plants,,,Solanum_angustum,Yes,,,
Plants,,,Canarium_australianum,Yes,,,
Plants,,,Scleroglossum_wooroonooran,Yes,,,
Plants,,,Ipomoea_polpha,Yes,,,
Plants,,,Centaurea_melitensis,Yes,,,
Plants,,,Velleia_paradoxa,Yes,,,
Plants,,,Bryophyllum_fedtschenkoi,Yes,,,
Plants,,,Austromyrtus_dulcis,Yes,,,
Plants,,,Ptilotus_polystachyus,Yes,,,
Plants,,,Polycarpaea_tenax,Yes,,,
Plants,,,Keraudrenia_integrifolia,Yes,,,
Plants,,,Solanum_latens,Yes,,,
Plants,,,Plectranthus_spectabilis,Yes,,,
Plants,,,Anemocarpa_saxatilis,Yes,,,
Plants,,,Psydrax_laxiflorens,Yes,,,
Plants,,,Cyathea_cooperi,Yes,,,
Plants,,,Fimbristylis_nutans,Yes,,,
Plants,,,Ophioglossum_costatum,Yes,,,
Plants,,,Hibbertia_longifolia,Yes,,,
Plants,,,Asplenium_cuneatum,Yes,,,
Plants,,,Apophyllum_anomalum,Yes,,,
Plants,,,Pterocaulon_intermedium,Yes,,,
Plants,,,Rhipidorchis_micrantha,Yes,,,
Plants,,,Stackhousia_muricata,Yes,,,
Plants,,,Digitaria_milanjiana,Yes,,,
Plants,,,Macroptilium_lathyroides,Yes,,,
Plants,,,Viola_betonicifolia,Yes,,,
Plants,,,Trochocarpa_bellendenkerensis,Yes,,,
Plants,,,Leucopogon_attenuatus,Yes,,,
Plants,,,Dendrophthoe_curvata,Yes,,,
Plants,,,Dicranella_dietrichiae,Yes,,,
Plants,,,Rhacocarpus_purpurascens,Yes,,,
Plants,,,Bulbophyllum_shepherdii,Yes,,,
Plants,,,Acacia_legnota,Yes,,,
Plants,,,Najas_malesiana,Yes,,,
Plants,,,Alloxylon_flammeum,Yes,,,
Plants,,,Setaria_sphacelata,Yes,,,
Plants,,,Barringtonia_acutangula,Yes,,,
Plants,,,Atriplex_nessorhina,Yes,,,
Plants,,,Caladenia_filamentosa,Yes,,,
Plants,,,Eucalyptus_megasepala,Yes,,,
Plants,,,Blechnum_articulatum,Yes,,,
Plants,,,Calandrinia_pickeringii,Yes,,,
Plants,,,Solanum_dimorphispinum,Yes,,,
Plants,,,Baumea_planifolia,Yes,,,
Plants,,,Neisosperma_poweri,Yes,,,
Plants,,,Symphyogyna_podophylla,Yes,,,
Plants,,,Helicia_glabriflora,Yes,,,
Plants,,,Caleana_major,Yes,,,
Plants,,,Entosthodon_apophysatus,Yes,,,
Plants,,,Denhamia_viridissima,Yes,,,
Plants,,,Daviesia_latifolia,Yes,,,
Plants,,,Bryum_argenteum,Yes,,,
Plants,,,Mitrasacme_pygmaea,Yes,,,
Plants,,,Boronia_quinkanensis,Yes,,,
Plants,,,Crassula_tetramera,Yes,,,
Plants,,,Scleria_lithosperma,Yes,,,
Plants,,,Spermacoce_exilis,Yes,,,
Plants,,,Atalaya_calcicola,Yes,,,
Plants,,,Goodenia_rotundifolia,Yes,,,
Plants,,,Croton_brachypus,Yes,,,
Plants,,,Banksia_aemula,Yes,,,
Plants,,,Coronidium_newcastlianum,Yes,,,
Plants,,,Planchonella_myrsinifolia,Yes,,,
Plants,,,Eucalyptus_latisinensis,Yes,,,
Plants,,,Cyperus_prolifer,Yes,,,
Plants,,,Cyperus_disjunctus,Yes,,,
Plants,,,Ptilothrix_deusta,Yes,,,
Plants,,,Westringia_amabilis,Yes,,,
Plants,,,Calanthe_triplicata,Yes,,,
Plants,,,Zornia_muriculata,Yes,,,
Plants,,,Platysace_valida,Yes,,,
Plants,,,Senecio_murrayanus,Yes,,,
Plants,,,Pseudanthus_pauciflorus,Yes,,,
Plants,,,Ophioglossum_gramineum,Yes,,,
Plants,,,Medicosma_fareana,Yes,,,
Plants,,,Turraea_pubescens,Yes,,,
Plants,,,Rhodamnia_glabrescens,Yes,,,
Plants,,,Musgravea_stenostachya,Yes,,,
Plants,,,Gratiola_pedunculata,Yes,,,
Plants,,,Glinus_oppositifolius,Yes,,,
Plants,,,Euphorbia_multifaria,Yes,,,
Plants,,,Leucas_decemdentata,Yes,,,
Plants,,,Heliotropium_ovalifolium,Yes,,,
Plants,,,Piper_hederaceum,Yes,,,
Plants,,,Uranthoecium_truncatum,Yes,,,
Plants,,,Endiandra_discolor,Yes,,,
Plants,,,Lyperanthus_suaveolens,Yes,,,
Plants,,,Bertya_oleifolia,Yes,,,
Plants,,,Hibiscus_burtonii,Yes,,,
Plants,,,Pterostylis_longipetala,Yes,,,
Plants,,,Terminalia_platyphylla,Yes,,,
Plants,,,Dioscorea_transversa,Yes,,,
Plants,,,Eucalyptus_camphora,Yes,,,
Plants,,,Leptolejeunea_maculata,Yes,,,
Plants,,,Didymoplexis_pallens,Yes,,,
Plants,,,Hibiscus_normanii,Yes,,,
Plants,,,Acianthus_borealis,Yes,,,
Plants,,,Cyathea_cunninghamii,Yes,,,
Plants,,,Syzygium_erythrodoxum,Yes,,,
Plants,,,Keraudrenia_hookeriana,Yes,,,
Plants,,,Syncarpia_verecunda,Yes,,,
Plants,,,Amaranthus_grandiflorus,Yes,,,
Plants,,,Eragrostis_desertorum,Yes,,,
Plants,,,Plectranthus_graniticola,Yes,,,
Plants,,,Gonocarpus_chinensis,Yes,,,
Plants,,,Acacia_venulosa,Yes,,,
Plants,,,Ripogonum_brevifolium,Yes,,,
Plants,,,Cololejeunea_falcata,Yes,,,
Plants,,,Leucopogon_recurvisepalus,Yes,,,
Plants,,,Endiandra_monothyra,Yes,,,
Plants,,,Ipomoea_funicularis,Yes,,,
Plants,,,Polymeria_calycina,Yes,,,
Plants,,,Wrightia_pubescens,Yes,,,
Plants,,,Sporobolus_contiguus,Yes,,,
Plants,,,Panicum_decompositum,Yes,,,
Plants,,,Zea_mays,Yes,,,
Plants,,,Syzygium_alliiligneum,Yes,,,
Plants,,,Sida_spinosa,Yes,,,
Plants,,,Trifolium_fragiferum,Yes,,,
Plants,,,Frullania_falciloba,Yes,,,
Plants,,,Asparagus_africanus,Yes,,,
Plants,,,Lopholejeunea_subfusca,Yes,,,
Plants,,,Leucochrysum_stipitatum,Yes,,,
Plants,,,Syzygium_buettnerianum,Yes,,,
Plants,,,Normanbya_normanbyi,Yes,,,
Plants,,,Persicaria_glabra,Yes,,,
Plants,,,Fossombronia_papillata,Yes,,,
Plants,,,Philonotis_slateri,Yes,,,
Plants,,,Oenothera_mollissima,Yes,,,
Plants,,,Aristida_psammophila,Yes,,,
Plants,,,Albizia_procera,Yes,,,
Plants,,,Solanum_stenopterum,Yes,,,
Plants,,,Euphorbia_carissoides,Yes,,,
Plants,,,Micromyrtus_carinata,Yes,,,
Plants,,,Flindersia_acuminata,Yes,,,
Plants,,,Stylidium_clarksonii,Yes,,,
Plants,,,Hedychium_coronarium,Yes,,,
Plants,,,Cassia_tomentella,Yes,,,
Plants,,,Scyphiphora_hydrophylacea,Yes,,,
Plants,,,Rhynchospora_pterochaeta,Yes,,,
Plants,,,Erythroxylum_australe,Yes,,,
Plants,,,Terminalia_porphyrocarpa,Yes,,,
Plants,,,Eucalyptus_corynodes,Yes,,,
Plants,,,Haemodorum_planifolium,Yes,,,
Plants,,,Bossiaea_scortechinii,Yes,,,
Plants,,,Acacia_falcata,Yes,,,
Plants,,,Ipomoea_hederifolia,Yes,,,
Plants,,,Parsonsia_ferruginea,Yes,,,
Plants,,,Galium_leptogonium,Yes,,,
Plants,,,Solanum_brownii,Yes,,,
Plants,,,Acronychia_acronychioides,Yes,,,
Plants,,,Retama_raetam,Yes,,,
Plants,,,Macrozamia_cardiacensis,Yes,,,
Plants,,,Owenia_venosa,Yes,,,
Plants,,,Eichhornia_crassipes,Yes,,,
Plants,,,Vallisneria_gracilis,Yes,,,
Plants,,,Medicago_scutellata,Yes,,,
Plants,,,Polyscias_elegans,Yes,,,
Plants,,,Fimbristylis_blakei,Yes,,,
Plants,,,Olearia_arguta,Yes,,,
Plants,,,Swainsona_procumbens,Yes,,,
Plants,,,Exocarpos_strictus,Yes,,,
Plants,,,Boronia_obovata,Yes,,,
Plants,,,Argyrodendron_actinophyllum,Yes,,,
Plants,,,Bruguiera_exaristata,Yes,,,
Plants,,,Cheiranthera_borealis,Yes,,,
Plants,,,Psydrax_forsteri,Yes,,,
Plants,,,Wolffia_angusta,Yes,,,
Plants,,,Macarthuria_complanata,Yes,,,
Plants,,,Chamaeraphis_hordeacea,Yes,,,
Plants,,,Cyperus_aromaticus,Yes,,,
Plants,,,Schoenoplectiella_laevis,Yes,,,
Plants,,,Eragrostis_stagnalis,Yes,,,
Plants,,,Caesalpinia_nitens,Yes,,,
Plants,,,Goodenia_ramelii,Yes,,,
Plants,,,Chrysopogon_setifolius,Yes,,,
Plants,,,Baumea_juncea,Yes,,,
Plants,,,Cryptocarya_laevigata,Yes,,,
Plants,,,Carex_lobolepis,Yes,,,
Plants,,,Asteromyrtus_angustifolia,Yes,,,
Plants,,,Pittosporum_viscidum,Yes,,,
Plants,,,Sida_filiformis,Yes,,,
Plants,,,Fimbristylis_simplex,Yes,,,
Plants,,,Anisomeles_ornans,Yes,,,
